Position,PTS,AST,TRB,STL,BLK
SG,10.2029975020816,1.9790174854288094,2.698584512905912,0.7322231473771856,0.23696919233971692
SF,9.746624022743426,1.687633262260128,3.8335110163468373,0.82409381663113,0.3686922530206112
PF,8.810251188051595,1.3297691785471826,4.703835709436524,0.5838424983027835,0.5256279701289884
C,9.500797165633303,1.3645704162976084,6.340832595217006,0.595748449955713,0.9050487156775908
PG,10.834857450242065,4.149363457055765,2.737313968083199,0.852788237403622,0.1918594226286534
